ID,Average User Rating,User Rating Count,Price,In-app Purchases,Age Rating,Languages,Size,Genres,Number of Languages,Number of Genres,In-App Purchase Present
1197289086,4.5,8117.0,0.0,"1.99, 4.99, 4.99, 1.99, 4.99, 9.99, 24.99, 2.99, 9.99, 11.99",9+,"DA, NL, EN, FR, DE, IT, JA, KO, NO, PT, RU, ES, SV, TR",141348864.0,"Games, Action, Strategy, Entertainment",14,4,N
1197960176,4.5,1517.0,0.0,"4.99, 1.99, 2.99, 4.49, 4.99, 4.99, 9.99, 25.99, 99.99, 49.99",4+,"EN, ZH, ZH",353299456.0,"Games, Simulation, Strategy, Entertainment",3,4,N
1199822686,4.5,523.0,4.99,"2.99, 0.99, 3.99, 4.99",12+,"EN, FR, DE, JA, KO, PL, PT, RU, ZH, ES",228918272.0,"Games, Education, Simulation, Strategy",10,4,N
1201717505,4.5,696.0,0.0,"7.99, 14.99, 29.99, 2.99, 4.99, 99.99, 79.99, 49.99",12+,EN,737705984.0,"Games, Strategy, Simulation",1,3,N
1202240058,4.5,4800.0,0.0,"4.99, 3.99, 1.99, 9.99, 19.99, 7.99, 0.99, 5.99, 1.99, 2.99",9+,EN,169059328.0,"Games, Entertainment, Simulation, Strategy",1,4,N
1202806324,4.0,1988.0,0.0,"2.99, 4.99, 9.99, 0.99, 19.99, 29.99, 9.99, 26.99, 99.99, 49.99",12+,EN,1239545856.0,"Games, Role Playing, Strategy",1,3,N
1203100595,4.5,1425.0,0.0,"4.99, 9.99, 19.99, 49.99, 99.99, 1.99, 0.99, 4.99, 4.99, 9.99, 9.99, 9.99, 9.99, 9.99, 19.99",9+,"DA, NL, EN, FI, FR, DE, ID, IT, JA, KO, MS, NB, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",308064256.0,"Games, Entertainment, Simulation, Strategy",21,4,N
1206328878,4.5,3576.0,0.0,"9.99, 0.99, 4.99, 19.99, 49.99, 99.99, 2.99, 9.99, 49.99, 6.99",12+,EN,2194545664.0,"Games, Role Playing, Strategy",1,3,N
1207493846,5.0,65932.0,0.0,"1.99, 9.99, 4.99, 4.99, 4.99, 4.99, 4.99, 24.99, 4.99, 2.99",17+,EN,248890368.0,"Games, Simulation, Strategy, Music",1,4,N
1209396965,4.5,3518.0,0.0,"4.99, 9.99, 4.99, 4.99, 0.99, 4.99, 4.99, 4.99, 9.99, 4.99",9+,"ZH, EN, FR, DE, JA, KO, RU, ZH, ZH, VI",565898240.0,"Games, Strategy, Role Playing",10,3,N
1211118856,4.0,2898.0,0.0,"0.99, 2.99, 0.99, 4.99, 0.99, 4.99, 2.99, 9.99, 0.99, 9.99",12+,"EN, ES",54372352.0,"Games, Strategy, Entertainment, Board",2,4,N
1212635048,4.5,2683.0,0.0,"4.99, 4.99, 2.99, 8.99, 4.99, 8.99, 17.99, 4.99, 17.99, 25.99",9+,EN,171800576.0,"Games, Strategy, Adventure, Entertainment",1,4,N
1213056442,4.5,1672.0,0.0,,17+,EN,226983936.0,"Games, Entertainment, Card, Strategy",1,4,Y
1213293543,4.5,7894.0,0.0,"0.99, 4.99, 9.99, 14.99, 19.99, 1.99, 3.99, 14.99, 0.99, 4.99",4+,"EN, ZH, ZH",134236160.0,"Games, Casual, Entertainment, Strategy",3,4,N
1214555652,4.5,5669.0,0.0,"10.99, 1.99, 4.99, 4.99, 4.99, 9.99, 19.99, 4.99, 9.99, 99.99",9+,EN,241314816.0,"Games, Casual, Strategy",1,3,N
1214716040,5.0,731.0,0.0,"9.99, 4.99, 5.99, 1.99, 3.99, 6.99, 17.99, 99.99",9+,EN,245439488.0,"Games, Entertainment, Strategy, Simulation",1,4,N
1215153329,4.5,1788.0,0.0,"4.99, 9.99, 11.99, 13.99, 19.99, 4.99, 15.99, 4.99, 9.99, 9.99",9+,"EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, TH, ZH",258699264.0,"Games, Strategy, Sports, Card",12,4,N
1216686234,4.5,1370.0,4.99,"4.99, 4.99, 2.99, 2.99, 2.99, 4.99, 2.99, 2.99, 2.99, 2.99",12+,"ZH, EN, FR, DE, IT, JA, KO, RU, ZH, ES, ZH",2351178752.0,"Games, Role Playing, Strategy",11,3,N
1216710959,4.5,5490.0,0.0,"2.99, 9.99, 9.99, 19.99, 19.99, 4.99, 9.99, 19.99, 29.99, 49.99",4+,"CS, DA, NL, EN, FI, FR, DE, EL, HE, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR, VI",106352640.0,"Games, Simulation, Strategy",25,3,N
1217470965,4.5,670.0,0.0,"2.99, 9.99, 3.99, 1.99, 3.99, 19.99, 0.99, 2.99, 49.99, 9.99",9+,EN,239529984.0,"Games, Strategy, Entertainment, Simulation",1,4,N
1217490230,4.5,892.0,0.0,"0.99, 1.99, 4.99, 3.99, 2.99, 3.99, 9.99, 4.99, 9.99, 19.99",12+,"ZH, EN, FR, DE, IT, JA, KO, PT, ZH, ES, ZH",179230720.0,"Games, Strategy, Casual",11,3,N
1218756035,4.5,15185.0,0.0,"6.99, 1.99, 1.99, 0.99, 0.99, 0.99, 4.99, 1.99, 4.99, 0.99",4+,EN,358391808.0,"Games, Entertainment, Strategy, Role Playing",1,4,N
1220338258,4.5,773.0,0.0,"99.99, 19.99, 4.99, 49.99, 9.99, 9.99, 14.99, 29.99, 0.99, 79.99",17+,"EN, DE, RU, ZH, ZH",151503872.0,"Games, Strategy, Role Playing, Social Networking",5,4,N
1220346113,4.0,6882.0,0.0,"3.99, 7.99, 0.99, 14.99, 24.99",4+,"NL, EN, FR, DE, ES",597164032.0,"Games, Board, Entertainment, Strategy",5,4,N
1220503572,4.5,15015.0,0.0,"7.99, 3.99, 4.99, 4.99, 2.99, 3.99, 9.99, 2.99, 2.99, 1.99",9+,EN,189070336.0,"Games, Simulation, Strategy",1,3,N
1221174690,4.5,1238.0,0.0,"9.99, 2.99, 2.99, 4.99, 29.99, 4.99, 49.99, 99.99, 8.99, 20.99",9+,"EN, JA, KO",268518400.0,"Games, Strategy",3,2,N
1221242087,4.5,2256.0,0.0,"1.99, 14.99, 4.99, 1.99, 4.99, 9.99, 29.99, 4.99, 19.99, 9.99",12+,EN,321054720.0,"Games, Role Playing, Strategy, Entertainment",1,4,N
1222251060,4.5,730.0,0.0,"1.99, 1.99, 0.99, 2.99, 4.99, 2.99, 10.99, 1.99, 1.99, 2.99",4+,"AR, HY, BN, BG, CA, HR, CS, DA, NL, EN, FI, FR, DE, EL, GU, HE, HI, HU, ID, IT, JA, KN, KO, MS, MR, NB, FA, PL, PT, RO, RU, SR, ZH, SK, ES, SV, TL, TA, TH, ZH, TR, UK, UR, VI",114991104.0,"Games, Strategy, Simulation",44,3,N
1225683141,4.5,25433.0,0.0,"4.99, 1.99, 4.99, 9.99, 6.99, 4.99, 19.99, 6.99, 8.99, 9.99, 3.99",4+,EN,230507520.0,"Games, Strategy, Simulation",1,3,N
1228004705,4.5,1930.0,0.0,"0.99, 0.99",4+,"ZH, NL, EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH",48525312.0,"Games, Strategy, Puzzle",13,3,N
1228050946,4.0,676.0,0.0,"1.99, 5.99, 3.99, 8.99, 2.99, 5.99, 1.99, 3.99, 0.99, 1.99",12+,"AR, ZH, NL, EN, FR, DE, IT, JA, KO, PL, PT, RU, ES, TR",225798144.0,"Games, Strategy, Action",14,3,N
1229936971,4.5,1356.0,0.0,"0.99, 1.99, 0.99, 0.99, 0.99, 3.99, 4.99, 2.99, 4.99, 9.99",12+,EN,243960832.0,"Games, Action, Strategy, Entertainment",1,4,N
1229960773,4.5,2062.0,0.0,"0.99, 4.99, 7.99, 14.99, 29.99, 49.99, 99.99, 2.99, 2.99, 7.99",17+,"EN, FR, DE, JA, KO, PT, ZH, ES, ZH",505971712.0,"Games, Strategy, Role Playing",9,3,N
1230892664,4.5,6239.0,0.0,"4.99, 9.99, 4.99, 0.99, 1.99, 1.99, 9.99, 4.99, 4.99, 19.99",9+,"ZH, CS, EN, FR, DE, IT, JA, KO, PT, RU, ES, TR",280869888.0,"Games, Strategy",12,2,N
1231085864,4.5,54181.0,0.0,"9.99, 4.99, 1.99, 9.99, 19.99, 4.99, 49.99, 9.99, 99.99, 49.99",17+,"EN, FR, DE, IT, JA, PT, RU, ES, ZH",1009284096.0,"Games, Strategy, Adventure",9,3,N
1231464240,4.5,1110.0,0.0,"9.99, 19.99, 9.99, 4.99, 49.99, 99.99, 4.99, 19.99, 19.99, 0.99",17+,"NL, EN, FR, DE, IT, PL, PT, RU, ES, TR",226691072.0,"Games, Strategy",10,2,N
1234446615,4.5,6082.0,0.0,"4.99, 9.99, 4.99, 19.99, 4.99, 9.99, 19.99, 49.99, 99.99, 9.99, 4.99",9+,"EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH",364777472.0,"Games, Strategy, Card",11,3,N
1235557817,4.5,89891.0,0.0,"19.99, 4.99, 9.99, 0.99, 49.99, 99.99, 24.99, 2.99, 1.99, 0.99",12+,"AR, BN, BG, CA, ZH, HR, CS, DA, NL, EN, FI, FR, DE, EL, GU, HE, HI, HU, ID, IT, JA, KN, KO, LV, MS, ML, MR, NB, FA, PL, PT, PA, RO, RU, ZH, SK, SL, ES, SV, TA, TE, TH, ZH, TR, UK, VI",223431680.0,"Games, Strategy, Role Playing",46,3,N
1235569398,5.0,88542.0,0.0,"4.99, 0.99, 9.99, 19.99, 99.99, 49.99, 24.99, 4.99",17+,"AR, EN, FR, DE, IT, JA, KO, RU, ZH, ES, ZH, TR",180564992.0,"Games, Strategy",12,2,N
1235863443,3.5,6856.0,0.0,"1.99, 3.99, 1.99, 1.99, 9.99, 29.99, 9.99, 0.0, 0.0, 29.99, 1.99, 3.99, 1.99, 1.99, 1.99, 1.99",12+,"EN, FR, DE, IT, JA, KO, PL, PT, RU, ZH, ES, ZH",3716897792.0,"Games, Entertainment, Strategy, Simulation",12,4,N
1238114713,4.5,4776.0,0.0,"0.99, 0.99, 1.99, 6.99, 4.99, 2.99, 2.99, 1.99, 9.99, 4.99",9+,EN,356920320.0,"Games, Puzzle, Entertainment, Strategy",1,4,N
1239305464,4.5,15420.0,0.0,"2.99, 0.99, 4.99, 0.99, 2.99, 3.99, 0.99, 9.99, 7.99, 19.99",4+,"EN, ZH, ZH",146942976.0,"Games, Simulation, Strategy, Entertainment",3,4,N
1239458501,5.0,45522.0,0.0,"1.99, 9.99, 19.99, 0.99, 6.99, 11.99, 3.99, 0.99, 49.99, 1.99",12+,"ZH, DA, NL, EN, FR, DE, IT, JA, KO, NO, PL, PT, RU, ES, SV, TR",239225856.0,"Games, Puzzle, Strategy",16,3,N
1241224473,5.0,7790.0,0.0,"1.99, 9.99, 0.99, 19.99, 3.99, 9.99, 6.99, 49.99, 11.99, 0.99",4+,"ZH, DA, NL, EN, FR, DE, IT, JA, KO, NO, PL, PT, RU, ES, SV, TR",244330496.0,"Games, Strategy, Puzzle",16,3,N
1241625625,3.5,4547.0,0.0,"14.99, 99.99, 7.99, 2.99, 49.99, 0.99, 5.99, 4.99, 0.99, 2.99",12+,EN,167003136.0,"Games, Strategy, Simulation",1,3,N
1241932094,4.5,80880.0,0.0,"0.99, 6.99, 1.99, 0.99, 2.99, 0.99, 9.99, 2.99, 6.99, 9.99, 3.99, 4.99",12+,"ZH, EN, FR, DE, IT, JA, KO, PT, RU, ES, TH",611437568.0,"Games, Action, Strategy",11,3,N
1243468357,4.5,1489.0,0.0,"0.99, 4.99, 9.99, 14.99, 2.99, 2.99, 29.99, 0.99, 4.99, 0.99",9+,"EN, FR, DE, IT, JA, KO, PT, ZH, ZH",286633984.0,"Games, Card, Strategy",9,3,N
1244601916,4.5,2792.0,0.0,"2.99, 6.99, 4.99, 0.99, 6.99, 0.99, 2.99, 2.99, 2.99, 1.99",4+,EN,94497792.0,"Games, Entertainment, Strategy, Casual",1,4,N
1247069377,4.5,10575.0,0.0,"1.99, 4.99, 9.99, 1.99, 4.99, 4.99, 9.99, 2.99, 0.99, 4.99",4+,"EN, FR, DE, JA, ZH, TH, ZH",204644352.0,"Games, Entertainment, Casual, Strategy",7,4,N
1248033433,5.0,19336.0,4.99,"6.99, 12.99, 4.99, 2.99, 5.99, 16.99, 2.99, 2.99, 6.99, 2.99",9+,"EN, FR, DE, JA, KO, PT, RU, ZH, ES, ZH",751147008.0,"Games, Entertainment, Action, Strategy",10,4,N
1248777456,4.5,566.0,0.0,"1.99, 19.99, 3.99, 4.99, 94.99, 1.99, 0.99, 9.99, 9.99, 3.99",12+,EN,321665024.0,"Games, Simulation, Strategy",1,3,N
1252249963,4.5,4705.0,0.0,"5.99, 1.99, 3.99, 13.99, 7.99, 29.99",4+,"AR, EN, FR, DE, IT, RU, ES",112228352.0,"Games, Strategy, Entertainment, Action",7,4,N
1253782937,4.0,3026.0,0.0,"9.99, 99.99, 4.99, 0.99, 19.99, 5.99, 0.99, 49.99, 2.99, 3.99",4+,"AR, ZH, DA, NL, EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, SV, TH, ZH, TR",342050816.0,"Games, Strategy, Action",18,3,N
1255466582,3.5,1102.0,0.0,"2.99, 39.99, 8.99, 3.99, 1.99, 1.99, 2.99, 1.99, 3.99, 8.99, 39.99, 1.99, 19.99, 39.99, 0.99, 29.99",9+,"ZH, CS, DA, NL, EN, FI, FR, DE, HI, IT, JA, KO, NO, PL, PT, RU, ES, SV, TR, VI",98813952.0,"Games, Entertainment, Action, Strategy",20,4,N
1255687892,3.5,886.0,0.0,"1.99, 15.99, 2.99, 1.99, 2.99, 1.99, 1.99, 1.99, 1.99, 1.99",9+,EN,258359296.0,"Games, Simulation, Strategy",1,3,N
1256307763,4.5,710.0,0.0,"29.99, 29.99, 0.99, 0.99, 9.99, 4.99, 9.99, 9.99, 9.99, 9.99",12+,"AF, SQ, AM, AR, HY, AS, AY, AZ, EU, BE, BN, BR, BG, MY, KM, CA, ZH, HR, CS, DA, NL, DZ, EN, EO, ET, FO, FI, FR, GD, GL, KA, DE, EL, KL, GN, GU, HE, HI, HU, IS, ID, IU, GA, IT, JA, JV, KN, KS, KK, RW, KY, RN, KO, KU, LO, LA, LV, LT, MK, MG, MS, ML, MT, GV, MR, MN, NE, SE, NB, NN, OR, OM, PS, FA, PL, PT, PA, QU, RO, RU, SA, SR, ZH, SD, SI, SK, SL, SO, ES, SU, SW, SV, TL, TG, TA, TT, TE, TH, BO, TI, TO, ZH, TR, TK, UG, UK, UR, UZ, VI, CY, YI",523978752.0,"Games, Strategy, Role Playing",111,3,N
1257031979,4.5,3757.0,0.0,"9.99, 2.99, 4.99, 99.99, 19.99, 49.99",12+,"EN, JA, ZH, ZH",2512028672.0,"Games, Role Playing, Strategy",4,3,N
1257992754,4.5,19985.0,0.0,"6.99, 1.99, 0.99, 15.99, 4.99, 4.99, 9.99, 1.99, 0.99, 29.99",4+,"EN, JA, ZH, ZH",93074432.0,"Games, Strategy, Entertainment, Puzzle",4,4,N
1258027083,5.0,13171.0,0.0,"4.99, 2.99, 4.99, 2.99, 8.99, 0.99, 9.99, 1.99, 2.99, 0.99",9+,EN,255459328.0,"Games, Strategy, Role Playing",1,3,N
1260120626,4.5,867.0,0.0,"4.99, 19.99, 9.99, 0.99, 49.99, 99.99, 1.99, 24.99, 29.99, 79.99",12+,"AR, BN, BG, CA, ZH, HR, CS, DA, NL, EN, FI, FR, DE, EL, GU, HE, HI, HU, ID, IT, JA, KN, KO, LV, MS, ML, MR, NB, FA, PL, PT, PA, RO, RU, ZH, SK, SL, ES, SV, TA, TE, TH, ZH, TR, UK, VI",313904128.0,"Games, Strategy",46,2,N
1260138998,4.5,1144.0,0.0,"1.99, 19.99, 9.99, 4.99, 0.99, 1.99, 4.99, 9.99, 19.99, 4.99, 19.99",9+,"AR, CS, NL, EN, FR, DE, EL, HI, ID, IT, JA, KO, MS, NB, PL, PT, RU, ZH, SK, ES, TH, ZH, TR, UK",235303936.0,"Games, Strategy, Puzzle, Entertainment",24,4,N
1261165213,4.5,27169.0,0.0,"9.99, 4.99, 4.99, 9.99, 4.99, 19.99, 1.99, 4.99, 14.99, 9.99",12+,"DA, NL, EN, FI, FR, DE, ID, IT, JA, KO, NO, PL, PT, RU, ZH, ES, SV, ZH, TR",213794816.0,"Games, Action, Strategy, Entertainment",19,4,N
1261722683,4.5,3852.0,0.0,"3.99, 7.99, 19.99, 39.99, 79.99, 99.99, 4.99, 9.99, 9.99, 9.99, 9.99, 19.99, 29.99, 9.99, 19.99, 3.99",12+,"EN, FR, DE, ID, IT, JA, KO, PT, RU, ZH, ES, TH, ZH, TR",244115456.0,"Games, Role Playing, Strategy",14,3,N
1262445849,4.5,3962.0,0.0,"1.99, 4.99, 9.99, 4.99, 19.99, 99.99, 49.99",12+,"ZH, EN, FR, DE, IT, JA, PT, ES",156393472.0,"Games, Entertainment, Casino, Strategy",8,4,N
1263365153,4.5,4067.0,0.99,"23.99, 3.99, 11.99, 79.99, 39.99, 0.99",12+,"EN, FR, DE, IT, JA, KO, ZH, ES, ZH",159864832.0,"Games, Strategy, Role Playing",9,3,N
1264483706,4.0,982.0,0.0,"29.99, 19.99, 9.99, 29.99, 29.99, 8.99, 4.99, 29.99, 29.99, 8.99, 9.99, 29.99, 29.99, 9.99, 9.99, 14.99",12+,"EN, FR, DE, JA, KO, ZH, ES, TH, ZH, VI",894489600.0,"Games, Role Playing, Strategy",10,3,N
1268498553,4.5,1707.0,0.0,"2.99, 4.99, 4.99, 9.99, 29.99, 19.99, 4.99, 99.99, 29.99, 19.99",9+,"ZH, EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH",286970880.0,"Games, Strategy, Role Playing",12,3,N
1269916759,4.0,4027.0,0.0,"1.99, 0.99, 1.99, 1.99, 9.99, 4.99, 9.99, 4.99, 19.99, 19.99",12+,"EN, FR, DE, IT, JA, KO, PT, ES, ZH",239495168.0,"Games, Simulation, Entertainment, Strategy",9,4,N
1270598321,5.0,374772.0,0.0,"1.99, 4.99, 0.99, 9.99, 3.99, 19.99, 2.99, 4.99, 9.99, 49.99",4+,EN,245957632.0,"Games, Strategy, Entertainment, Simulation",1,4,N
1272829053,4.5,3733.0,0.0,"7.99, 9.99, 9.99, 6.99, 9.99, 9.99, 9.99, 34.99, 3.99, 2.99",12+,EN,172923904.0,"Games, Strategy, Simulation",1,3,N
1274354704,4.0,10974.0,0.0,"0.99, 4.99, 9.99, 0.99, 19.99, 4.99, 49.99, 9.99, 19.99, 99.99",12+,"AR, BN, BG, CA, ZH, HR, CS, DA, NL, EN, FI, FR, DE, EL, GU, HE, HI, HU, ID, IT, JA, KN, KO, LV, MS, ML, MR, NB, FA, PL, PT, PA, RO, RU, ZH, SK, SL, ES, SV, TA, TE, TH, ZH, TR, UK, VI",259609600.0,"Games, Strategy, Role Playing",46,3,N
1277095117,4.5,668.0,3.99,"0.99, 0.99, 0.99, 0.99, 0.99, 1.99, 1.99, 0.99, 0.99, 0.99, 0.99, 0.0",4+,"EN, FR, DE",377153536.0,"Games, Simulation, Strategy",3,3,N
1279226071,4.5,2650.0,0.0,"14.99, 19.99, 2.99, 8.99, 17.99, 44.99, 19.99, 94.99, 94.99, 3.99",12+,"ZH, EN, FR, DE, IT, JA, PT, RU, ES, TR",256454656.0,"Games, Simulation, Strategy, Entertainment",10,4,N
1279673124,4.5,2328.0,0.0,"19.99, 9.99, 19.99, 4.99, 9.99, 4.99, 0.99, 49.99, 99.99, 9.99",9+,EN,179110912.0,"Games, Strategy",1,2,N
1281263906,4.5,14873.0,0.0,"4.99, 9.99, 19.99, 4.99, 1.99, 9.99, 99.99, 49.99, 14.99, 19.99",9+,"CS, EN, FR, DE, ID, IT, JA, KO, NB, PL, PT, RU, ZH, ES, SV, TH, ZH, TR",280815616.0,"Games, Strategy, Role Playing",18,3,N
1290010412,5.0,37657.0,0.0,"7.99, 7.99, 33.99, 17.99, 0.99, 79.99, 0.99, 4.99, 7.99, 32.99",12+,"EN, KO, ZH",102757376.0,"Games, Entertainment, Action, Strategy",3,4,N
1291037694,5.0,2052.0,0.0,"4.99, 1.99, 4.99, 3.99, 1.99, 7.99, 4.99, 7.99, 3.99, 4.99",12+,"EN, PT",103639040.0,"Games, Entertainment, Strategy, Simulation",2,4,N
1291203008,4.5,4180.0,0.0,"4.99, 0.99, 19.99, 9.99, 99.99, 24.99, 4.99, 49.99",12+,"EN, FR, ZH, ZH",167113728.0,"Games, Strategy",4,2,N
1292539617,4.5,1272.0,0.0,"19.99, 4.99, 9.99, 49.99, 99.99, 9.99, 4.99, 49.99, 9.99, 19.99",12+,"EN, FR, DE, IT, PT, RU, ES",160894976.0,"Games, Simulation, Strategy, Entertainment",7,4,N
1294573637,4.5,2740.0,0.0,"6.99, 2.99, 0.99, 1.99, 0.99, 4.99, 1.99, 1.99, 9.99, 59.99",4+,EN,195325952.0,"Games, Strategy, Role Playing, Entertainment",1,4,N
1294591380,4.5,3197.0,0.0,"19.99, 9.99, 6.99, 4.99, 1.99, 99.99, 54.99",9+,"EN, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH",268540928.0,"Games, Strategy, Action",11,3,N
1295555672,4.0,2856.0,0.0,"19.99, 49.99, 4.99, 99.99, 14.99, 19.99, 9.99, 99.99, 0.99",9+,"ZH, EN, FR, DE, ID, IT, JA, KO, PL, PT, RU, ZH, ES, TH, ZH, TR, VI",1135753216.0,"Games, Strategy, Action",17,3,N
1297059370,5.0,28631.0,0.0,"1.99, 0.99, 3.99, 0.99, 0.99, 1.99, 9.99, 3.99, 0.99, 2.99, 0.99, 2.99, 2.99, 1.99, 1.99, 2.99",17+,EN,178077696.0,"Games, Puzzle, Strategy",1,3,N
1298915029,4.5,1953.0,0.0,"4.99, 1.99, 9.99, 0.99, 19.99, 29.99, 49.99, 14.99, 99.99, 7.99",9+,"AR, ZH, NL, EN, FR, DE, ID, IT, JA, KO, PT, RU, ZH, ES, TH, ZH, VI",176345088.0,"Games, Simulation, Strategy",17,3,N
1299021478,4.5,2242.0,0.0,"89.99, 4.99, 8.99, 8.99, 89.99, 26.99, 26.99, 26.99, 26.99, 44.99",12+,"EN, DE, JA, TH, ZH",233758720.0,"Games, Role Playing, Strategy",5,3,N
1300027167,4.5,1188.0,0.0,"4.99, 9.99, 19.99, 49.99, 99.99, 2.99, 4.99, 9.99, 4.99, 19.99, 0.99, 0.99, 0.99, 1.99, 29.99",9+,"AR, EN, FR, DE, ID, IT, JA, KO, MS, PT, RU, ZH, ES, ZH",265680896.0,"Games, Action, Strategy",14,3,N
1301961145,4.5,15445.0,0.0,"0.99, 0.99, 4.99, 1.99, 4.99, 4.99, 0.99, 4.99, 4.99, 9.99",9+,"EN, FI, FR, DE, IT, JA, KO, PT, RU, ZH, ES, ZH, TR",115317760.0,"Games, Strategy, Action, Entertainment",13,4,N
1303303808,4.5,900.0,0.0,"1.99, 4.99, 19.99, 0.99, 9.99, 49.99, 99.99",4+,EN,221780992.0,"Games, Strategy, Role Playing",1,3,N
1303389751,4.5,12672.0,0.0,"4.99, 1.99, 4.99, 9.99, 4.99, 9.99, 4.99, 17.99, 1.99, 4.99",4+,EN,349142016.0,"Games, Simulation, Strategy, Entertainment",1,4,N
1308886071,4.5,737.0,0.0,,4+,EN,59962368.0,"Games, Strategy, Puzzle",1,3,Y
1309417491,4.5,3795.0,0.0,"0.99, 4.99, 9.99, 9.99, 19.99, 9.99, 0.99, 4.99, 0.99, 1.99",17+,EN,1267159040.0,"Games, Action, Strategy",1,3,N
1309578981,4.5,2004.0,0.0,"3.99, 1.99, 1.99, 4.99, 1.99, 8.99, 1.99, 19.99, 9.99, 9.99",9+,EN,345084928.0,"Games, Entertainment, Strategy, Action",1,4,N
1311511672,4.5,920.0,0.0,"3.99, 3.99, 8.99, 17.99, 9.49, 3.99, 3.99, 1.99, 26.99, 3.99",4+,"EN, FI, FR, DE, IT, JA, KO, PL, PT, RU, ES, TR",180911104.0,"Games, Entertainment, Simulation, Strategy",12,4,N
1312031248,4.0,8856.0,0.0,"9.99, 0.99, 4.99, 2.99, 19.99, 29.99, 49.99, 99.99, 4.99, 0.99",17+,ZH,2203761664.0,"Games, Adventure, Strategy",1,3,N
1313126006,4.5,1071.0,0.0,"9.99, 3.99, 4.99, 25.99, 0.99, 49.99, 99.99, 3.99, 29.99, 19.99",12+,EN,308326400.0,"Games, Role Playing, Strategy",1,3,N
1313229524,4.5,725.0,0.0,"7.99, 4.99, 7.99, 0.99, 14.99, 7.99, 4.99, 29.99, 99.99, 49.99",12+,"EN, KO, ZH, ZH",138998784.0,"Games, Role Playing, Strategy",4,3,N
1316911967,4.5,15796.0,0.0,,4+,EN,73626624.0,"Games, Entertainment, Strategy, Puzzle",1,4,Y
1316937847,1.5,1047.0,0.0,"9.99, 4.99, 19.99, 99.99",4+,EN,336099328.0,"Games, Strategy, Puzzle, Entertainment",1,4,N
1317407661,4.0,670.0,0.0,"0.99, 3.99, 2.99, 8.99, 17.99, 44.99, 89.99",4+,EN,140309504.0,"Games, Strategy, Action",1,3,N
1317766412,4.5,721.0,0.0,"4.99, 2.99, 0.99, 3.99, 4.99",12+,"EN, FR, DE, JA, KO, PL, PT, RU, ZH, ES",254646272.0,"Games, Strategy, Education, Simulation",10,4,N
1321283976,4.0,598.0,0.0,"9.99, 99.99, 29.99, 4.99, 9.99, 2.99, 29.99, 99.99, 29.99, 29.99",12+,"EN, FR, DE, JA, KO, PT, RU, ZH, ES, TH, ZH",1837178880.0,"Games, Entertainment, Strategy, Role Playing",11,4,N
1321606577,5.0,146729.0,0.0,"0.99, 2.99, 6.99, 1.99, 13.99, 3.99, 1.99, 4.99, 3.99, 5.99",12+,"AR, EN, FR, DE, HI, ID, IT, JA, PT, RU, ZH, ES, TH",296638464.0,"Games, Finance, Strategy, Simulation",13,4,N
1321791212,4.5,9216.0,0.0,"0.99, 4.99, 9.99, 1.99, 19.99, 14.99, 29.99, 6.99, 49.99, 3.99",12+,"EN, ZH",2897696768.0,"Games, Role Playing, Strategy",2,3,N
1323901884,4.5,98933.0,0.0,"0.99, 4.99, 0.99, 9.99, 1.99, 0.99, 6.99, 24.99, 14.99, 2.99",4+,"AR, NL, EN, FR, DE, ID, IT, JA, KO, PL, PT, RU, ZH, ES, TH, ZH, TR, VI",125208576.0,"Games, Casual, Strategy",18,3,N
1327122657,4.5,5446.0,0.0,"1.99, 1.99, 1.99, 4.99, 6.99, 9.99, 9.99, 19.99, 49.99, 19.99",4+,EN,155823104.0,"Games, Strategy, Entertainment, Family",1,4,N
1329443393,4.5,823.0,0.0,"9.99, 9.99, 4.99, 4.99, 16.99, 14.99, 9.99, 9.99, 4.99, 6.99",9+,"ZH, NL, EN, FR, DE, ID, IT, JA, KO, PT, RU, ES, TH, VI",275948544.0,"Games, Entertainment, Action, Strategy",14,4,N
1329813827,4.5,1990.0,0.0,"4.99, 2.99, 1.99, 9.99, 4.99, 19.99, 4.99, 9.99, 3.99, 49.99",17+,EN,281435136.0,"Games, Strategy, Simulation",1,3,N
1330123889,4.5,711409.0,0.0,"0.99, 9.99, 0.99, 9.99, 24.99, 4.99, 2.99, 99.99, 49.99, 9.99, 2.99, 0.99",17+,"ZH, EN, FR, DE, ID, PT, RU, ZH, ES, TH, ZH, TR",2384081920.0,"Games, Action, Strategy",12,3,N
1330451888,4.5,1966.0,3.99,,9+,EN,26976256.0,"Games, Strategy, Simulation",1,3,Y
1331030677,4.5,1580.0,0.0,"8.99, 1.99, 3.99, 17.99, 26.99, 44.99, 89.99, 4.99, 4.99, 26.99",12+,EN,31551488.0,"Games, Strategy, Entertainment, Simulation",1,4,N
